FIPS,County,Net Annual Return,Per_capita_personal_income
13221,Oglethorpe,0.08111308724070193,152100.0
13225,Peach,0.0740977052738679,132800.0
13227,Pickens,0.07174445638806723,181200.0
13231,Pike,0.0679322979565278,173700.0
13233,Polk,0.08836165830836869,90100.0
13237,Putnam,0.08482158975779629,188500.0
13241,Rabun,0.08174757817682718,166300.0
13247,Rockdale,0.07813405254147142,154200.0
13255,Spalding,0.06850443390540659,107600.0
13257,Stephens,0.08244770527957468,104100.0
13277,Tift,0.0825774202799316,122300.0
13279,Toombs,0.08248442681815119,106300.0
13281,Towns,0.08171111270250912,187900.0
13285,Troup,0.0552516073645,106000.0
13291,Union,0.07935158748421751,186000.0
13293,Upson,0.09501092858430717,68000.0
13295,Walker,0.08136816564728702,98200.0
13297,Walton,0.06835521542443213,187900.0
13299,Ware,0.09226945721026644,72900.0
13311,White,0.0658018499175997,169500.0
13313,Whitfield,0.09193841059181494,114200.0
15001,Hawaii,0.0746257426703378,354900.0
15003,Honolulu,0.08815026295904027,684600.0
16001,Ada,0.05702031887378468,277500.0
16005,Bannock,0.04889097192504641,161600.0
16009,Benewah,0.0617728008590455,191200.0
16011,Bingham,0.05589608463203162,176700.0
16017,Bonner,0.054000173482977205,268700.0
16019,Bonneville,0.054105555850372765,191600.0
16027,Canyon,0.054650964002689484,200300.0
16029,Caribou,0.0761027340719154,165000.0
16035,Clearwater,0.08449967758215488,151100.0
16039,Elmore,0.056809470813788364,160700.0
16041,Franklin,0.053846081024218666,214800.0
16043,Fremont,0.05558894538304111,208800.0
16045,Gem,0.05729582705495057,220600.0
16047,Gooding,0.04779724929949362,158300.0
16051,Jefferson,0.057315832354801526,209000.0
16053,Jerome,0.052776155593589814,177000.0
16055,Kootenai,0.0609416487376105,301600.0
16057,Latah,0.05921985718697741,234400.0
16059,Lemhi,0.056708053699768265,210100.0
16065,Madison,0.04689049875534376,225700.0
16069,Nez Perce,0.06101380370158733,214300.0
16073,Owyhee,0.058379376716206376,206100.0
16075,Payette,0.06301674048364382,180000.0
16077,Power,0.06141124688524975,165400.0
16079,Shoshone,0.06197697230958829,118400.0
16081,Teton,0.05250983701631936,349800.0
16083,Twin Falls,0.06505544368684606,184700.0
17001,Adams,0.08797263641151767,103000.0
17007,Boone,0.08385424412387556,150700.0
17015,Carroll,0.09204476126533832,85300.0
17019,Champaign,0.06644830106914164,136600.0
17027,Clinton,0.08269185675966066,113400.0
17029,Coles,0.12203829743653573,79300.0
17031,Cook,0.0809636921492752,219200.0
17037,DeKalb,0.061842296992442425,164600.0
17043,Du Page,0.07560108719851544,288500.0
17053,Ford,0.11080336836625364,79500.0
17063,Grundy,0.06967710821183623,180200.0
17075,Iroquois,0.13782382998895926,78700.0
17081,Jefferson,0.1328899886822186,54500.0
17085,Jo Daviess,0.08943221717664822,121300.0
17089,Kane,0.07508191100379115,225500.0
17091,Kankakee,0.07094797540897615,118800.0
17093,Kendall,0.07481664697057391,236800.0
17097,Lake,0.0823503840719683,235600.0
17105,Livingston,0.0932557870446904,90800.0
17107,Logan,0.08322165903346969,82100.0
17111,McHenry,0.07346927656878331,211700.0
17115,Macon,0.08854315500223521,73900.0
17117,Macoupin,0.10296565035417818,66100.0
17119,Madison,0.059395841553347636,115300.0
17135,Montgomery,0.10720093355140448,56200.0
17143,Peoria,0.0585521906495415,100400.0
17147,Piatt,0.08441578479457283,121700.0
17161,Rock Island,0.053908225719251135,101100.0
17163,Saint Clair,0.06170561512634218,97000.0
17187,Warren,0.10214334144851846,62500.0
17195,Whiteside,0.09656916396587603,79800.0
17197,Will,0.07495791977347563,217100.0
17201,Winnebago,0.06097910484182265,107600.0
17203,Woodford,0.07004230977198199,155400.0
18003,Allen,0.08274788009307966,129800.0
18005,Bartholomew,0.08957162185020716,141600.0
18007,Benton,0.07933727833230249,73000.0
18009,Blackford,0.07010402191286222,70300.0
18011,Boone,0.0726264330772322,218000.0
18013,Brown,0.07006759792035894,184700.0
18017,Cass,0.06890826531481722,80700.0
18023,Clinton,0.07073997934841048,94600.0
18029,Dearborn,0.06925412757441575,172600.0
18031,Decatur,0.07386616476905382,128000.0
18039,Elkhart,0.06293181568740006,148600.0
18041,Fayette,0.07436050309874996,66300.0
18043,Floyd,0.08060567358974796,156800.0
18053,Grant,0.07432293729355638,79200.0
18057,Hamilton,0.0829298017627589,260900.0
18059,Hancock,0.08276967758130198,168100.0
18063,Hendricks,0.08253373406661298,186400.0
18065,Henry,0.07467189636220423,81100.0
18067,Howard,0.07086158646185997,91900.0
18069,Huntington,0.07296842010841229,92900.0
18071,Jackson,0.07106992543804355,126100.0
18077,Jefferson,0.06789964976125662,117900.0
18081,Johnson,0.0796242953692483,161900.0
18087,Lagrange,0.07087316387342761,160500.0
18089,Lake,0.08339494128168592,139800.0
18091,La Porte,0.059841706554179634,140000.0
18093,Lawrence,0.07357906966683453,87300.0
18095,Madison,0.06744009077521351,89300.0
18097,Marion,0.07949023505974817,131300.0
18099,Marshall,0.0833410992407721,129300.0
18103,Miami,0.07726365462051399,76400.0
18105,Monroe,0.076952935333131,173800.0
18107,Montgomery,0.08148271989840335,111400.0
18109,Morgan,0.08263467056389284,155000.0
18111,Newton,0.07736100421612684,109000.0
18113,Noble,0.0780871253930115,119700.0
18123,Perry,0.06601675178989147,102000.0
18127,Porter,0.09557210187124078,194500.0
18129,Posey,0.06511543877807052,143500.0
18135,Randolph,0.07074071071573558,75900.0
18137,Ripley,0.08133988043821752,118000.0
18139,Rush,0.0709088592257542,97500.0
18143,Scott,0.06990553926700924,99800.0
18145,Shelby,0.07545834090489666,131600.0
18149,Starke,0.06882961562395205,101200.0
18151,Steuben,0.07903525474511795,150300.0
18157,Tippecanoe,0.07539193766186962,151700.0
18161,Union,0.06615118663840554,91300.0
18163,Vanderburgh,0.06132259054119017,114900.0
18165,Vermillion,0.099630170672309,53300.0
18173,Warrick,0.08609469480830821,162400.0
18177,Wayne,0.06544115247533026,89900.0
18179,Wells,0.08175833430062067,121700.0
18183,Whitley,0.07473034427111165,147300.0
19013,Black Hawk,0.061946816241715635,127200.0
19015,Boone,0.06806012561818238,134800.0
19017,Bremer,0.07140800294824033,153500.0
19033,Cerro Gordo,0.03972305420527341,103500.0
19045,Clinton,0.06471371822599173,106700.0
19049,Dallas,0.07354580799536742,230800.0
19057,Des Moines,0.07200780692241239,89500.0
19061,Dubuque,0.06784255983627244,155800.0
19099,Jasper,0.06727095594385032,127800.0
19103,Johnson,0.07385198325351176,219600.0
19113,Linn,0.06966245496600773,142600.0
19121,Madison,0.06242330290388121,177800.0
19125,Marion,0.0740096838077647,137100.0
19127,Marshall,0.058237529194036124,98800.0
19129,Mills,0.060556657557934435,159300.0
19139,Muscatine,0.07019294687934705,142700.0
19153,Polk,0.06644048291132043,181800.0
19155,Pottawattamie,0.06457284969000207,129100.0
19157,Poweshiek,0.05617749660451008,144500.0
19163,Scott,0.0765544247891913,153100.0
19169,Story,0.07502248144763686,174500.0
19181,Warren,0.06246537779482221,184700.0
19183,Washington,0.061975987257101274,147500.0
19187,Webster,0.05830221810552439,84200.0
19193,Woodbury,0.06761478134290028,113200.0
20005,Atchison,0.06626180495916201,91200.0
20009,Barton,0.0638920463407407,78700.0
20013,Brown,0.07076693197405924,73200.0
20015,Butler,0.0664643056102505,122600.0
20027,Clay,0.06623626913928622,85800.0
20037,Crawford,0.060000401048929924,75500.0
20041,Dickinson,0.06338133657855859,94000.0
20043,Doniphan,0.07936912199335569,77100.0
20045,Douglas,0.07113799554614496,194800.0
20051,Ellis,0.05778454849681468,169100.0
20055,Finney,0.06973038554561684,148000.0
20057,Ford,0.053742001124306014,116600.0
20059,Franklin,0.07179501143293196,105400.0
20061,Geary,0.07477731669124207,127300.0
20075,Hamilton,0.05542347818562887,91900.0
20079,Harvey,0.04286477400093277,123100.0
20085,Jackson,0.06611094657752074,91700.0
20087,Jefferson,0.06569289192881311,126300.0
20091,Johnson,0.08184026231908736,279100.0
20103,Leavenworth,0.07205150733768015,169800.0
20107,Linn,0.07894719451581106,70800.0
20111,Lyon,0.05722605208937774,90700.0
20117,Marshall,0.07378590064141857,72400.0
20121,Miami,0.06436801208934971,190700.0
20125,Montgomery,0.07216735436278507,55000.0
20133,Neosho,0.06561630320552375,66300.0
20139,Osage,0.059857484947604164,97200.0
20145,Pawnee,0.06528168078154112,69400.0
20149,Pottawatomie,0.06424015908389835,180700.0
20151,Pratt,0.0682612877336445,71600.0
20155,Reno,0.058130839058996187,89900.0
20165,Rush,0.09179487129785918,45700.0
20169,Saline,0.054360507227056036,118100.0
20173,Sedgwick,0.0636384063480299,131700.0
20177,Shawnee,0.0603713588720028,116600.0
20191,Sumner,0.062195146150914565,78600.0
2020,Anchorage,0.06824196192424535,340400.0
20209,Wyandotte,0.061759955399096365,99200.0
21005,Anderson,0.06999465168343462,146500.0
21015,Boone,0.08622123930737789,193000.0
21019,Boyd,0.10581597391144938,90700.0
21021,Boyle,0.06866672080492678,139400.0
21027,Breckinridge,0.06968422186383927,98200.0
21035,Calloway,0.06786311675064045,129400.0
21037,Campbell,0.08362323091318878,148300.0
21047,Christian,0.06550937014448391,108400.0
21049,Clark,0.07288621731582418,151300.0
21059,Daviess,0.06819468795113272,124900.0
21067,Fayette,0.07224224468595075,178000.0
21073,Franklin,0.07402252195420048,129300.0
21081,Grant,0.0725093800589922,145700.0
21093,Hardin,0.07061988574696001,144600.0
21111,Jefferson,0.07593987078472443,157500.0
21113,Jessamine,0.07390549794002002,151000.0
21117,Kenton,0.0760552321190129,153200.0
21145,McCracken,0.06111275349643275,131500.0
21151,Madison,0.07210573451380889,155900.0
21157,Marshall,0.08144283905876551,90400.0
21163,Meade,0.06448408909087706,123600.0
21167,Mercer,0.05952956657621032,132200.0
21179,Nelson,0.058607179629015724,153200.0
21185,Oldham,0.08370352364620949,270100.0
21187,Owen,0.06659415734904309,136300.0
21209,Scott,0.0904629907125476,179000.0
21211,Shelby,0.08001517795241082,187300.0
21217,Taylor,0.0669942284358165,103300.0
2122,Kenai Peninsula,0.06455282445048309,243200.0
21221,Trigg,0.07051475291932639,106000.0
21227,Warren,0.06807219709887254,176800.0
2170,Matanuska Susitna,0.0734912231502422,258000.0
22001,Acadia,0.12811720562653828,90300.0
22005,Ascension,0.10368680402527164,201100.0
22011,Beauregard,0.11659444432355605,106800.0
22015,Bossier,0.08502418679468195,163900.0
22033,East Baton Rouge,0.09379960937059316,165400.0
22043,Grant,0.13631817596007365,85400.0
22047,Iberville,0.13252415264577808,92500.0
22049,Jackson,0.14551509859978204,75500.0
22051,Jefferson,0.10353501012659083,166800.0
22053,Jefferson Davis,0.15386782809974114,75000.0
22055,Lafayette,0.0910985908072965,166100.0
22057,Lafourche,0.10843695377509477,121000.0
22061,Lincoln,0.08036314365573156,165300.0
22063,Livingston,0.10280678565266137,158800.0
22069,Natchitoches,0.10533742203879888,127300.0
22071,Orleans,0.08220166920017058,182900.0
22075,Plaquemines,0.08683298739189492,225400.0
22089,Saint Charles,0.08615503515467711,189300.0
22095,Saint John the Baptist,0.0967908245610364,136800.0
22101,Saint Mary,0.1204640216764848,85600.0
22103,Saint Tammany,0.09539681338008656,187200.0
22105,Tangipahoa,0.10300366246633974,130300.0
22113,Vermilion,0.1653768675103551,72900.0
22115,Vernon,0.13853027504873575,92700.0
22119,Webster,0.2061703683002214,50500.0
22121,West Baton Rouge,0.08149644926365432,193100.0
22125,West Feliciana,0.06453703145364949,247600.0
23011,Kennebec,0.0533422820591238,151900.0
23013,Knox,0.06680294710763574,222200.0
23019,Penobscot,0.08274931768892063,143800.0
23023,Sagadahoc,0.07295514280666587,208400.0
24003,Anne Arundel,0.08738876230764804,338000.0
24005,Baltimore,0.09151271336824708,240400.0
24009,Calvert,0.0721506560595107,316600.0
24011,Caroline,0.08683851153991477,182800.0
24013,Carroll,0.07381440883266238,318100.0
24015,Cecil,0.06478927308362221,226700.0
24017,Charles,0.0826529073487764,295800.0
24019,Dorchester,0.09613673974548873,141800.0
24021,Frederick,0.0740059762229746,310500.0
24023,Garrett,0.08465125144705267,161600.0
24025,Harford,0.07444301598556571,275500.0
24027,Howard,0.08134955975076946,442600.0
24029,Kent,0.08902479090671793,198700.0
24031,Montgomery,0.08108842744819703,441500.0
24033,Prince Georges,0.08627861095506835,289400.0
24035,Queen Annes,0.08270901608141742,320300.0
24037,Saint Marys,0.07277884012656463,277200.0
24039,Somerset,0.12634837853438108,101200.0
24041,Talbot,0.07982617994604009,302600.0
24043,Washington,0.06180115345439525,188800.0
24045,Wicomico,0.08004268773586516,149900.0
24047,Worcester,0.06140534297118716,243800.0
24510,Baltimore City,0.10405532188891634,116600.0
25001,Barnstable,0.061794663373474674,418000.0
25005,Bristol,0.07909205870241062,304200.0
25009,Essex,0.07870892277002932,432200.0
25011,Franklin,0.10047677966085862,212900.0
25013,Hampden,0.08331059158961912,199700.0
25015,Hampshire,0.08546582389866246,269400.0
25017,Middlesex,0.08914148062525716,539600.0
25021,Norfolk,0.08272742734206398,491700.0
25023,Plymouth,0.0715069101973952,377800.0
25025,Suffolk,0.1023601450144076,550200.0
25027,Worcester,0.07286355002481405,276800.0
26007,Alpena,0.0802142487114358,78300.0
26009,Antrim,0.06994723695015014,141200.0
26015,Barry,0.07139906170942638,156700.0
26017,Bay,0.0674218349749062,85900.0
26019,Benzie,0.06920990919622368,172900.0
26023,Branch,0.08206211267251236,98100.0
26025,Calhoun,0.06342164435407215,95100.0
26027,Cass,0.08255082307984819,111900.0
26031,Cheboygan,0.07907996573379651,102700.0
26033,Chippewa,0.07676806660892305,85300.0
26037,Clinton,0.0629660579710151,171400.0
26041,Delta,0.06935616503301223,92500.0
26055,Grand Traverse,0.0704983119727376,214300.0
26057,Gratiot,0.07009270370328499,84800.0
26065,Ingham,0.07660452342968355,127000.0
26067,Ionia,0.07097967893948426,134100.0
26069,Iosco,0.08740863703349604,73200.0
26075,Jackson,0.0627541610590731,132600.0
26077,Kalamazoo,0.07995379148473704,155900.0
26079,Kalkaska,0.07779949262522455,90900.0
26081,Kent,0.0766882562556963,184900.0
26087,Lapeer,0.0629676203850855,163000.0
26091,Lenawee,0.06979872327387841,128200.0
26093,Livingston,0.07346802317975082,260700.0
26099,Macomb,0.06907867411119707,168900.0
26101,Manistee,0.07016719682437046,115800.0
26105,Mason,0.07672263646406566,106900.0
26111,Midland,0.06510302980315738,127200.0
26115,Monroe,0.056810103081064274,152200.0
26117,Montcalm,0.07440851659899726,92300.0
26123,Newaygo,0.07749286759531436,90600.0
26125,Oakland,0.07590718753329401,245600.0
26137,Otsego,0.07652187722876608,105000.0
26139,Ottawa,0.07121127828149941,204100.0
26147,Saint Clair,0.056622069833215376,141700.0
26159,Van Buren,0.07879469423703837,126900.0
26161,Washtenaw,0.07828807082250412,279700.0
26163,Wayne,0.07188001470967842,74400.0
26165,Wexford,0.0815175357515286,89400.0
27003,Anoka,0.07678739554692443,242300.0
27005,Becker,0.06968413426187325,214200.0
27007,Beltrami,0.09013806296382194,151900.0
27013,Blue Earth,0.06884893658748978,188200.0
27017,Carlton,0.08175150248679322,162100.0
27019,Carver,0.08025271559509799,324000.0
27025,Chisago,0.07009024040458475,229900.0
27027,Clay,0.06930754223299747,191200.0
27035,Crow Wing,0.075884885022456,177400.0
27037,Dakota,0.08019206300236055,274500.0
27039,Dodge,0.07209032094777196,189900.0
27041,Douglas,0.06784253191978566,207900.0
27047,Freeborn,0.08953939208069593,98600.0
27049,Goodhue,0.08108786233855136,187100.0
27053,Hennepin,0.07714914244748101,276500.0
27055,Houston,0.074134222544263,171400.0
27059,Isanti,0.07888776147068542,192400.0
27061,Itasca,0.09514275026836247,138800.0
27065,Kanabec,0.078903980376425,171100.0
27067,Kandiyohi,0.08067710971368484,156500.0
27079,Le Sueur,0.08102319785852212,186900.0
27083,Lyon,0.08403924559338938,128100.0
27085,McLeod,0.07592202168204608,164800.0
27093,Meeker,0.08374454413523072,152700.0
27095,Mille Lacs,0.07869528440965333,169800.0
27097,Morrison,0.07263149804977598,186000.0
27109,Olmsted,0.06734349090200792,216600.0
27123,Ramsey,0.07589298674824907,239700.0
27131,Rice,0.07104051728757688,218800.0
27137,Saint Louis,0.07939467423892038,146200.0
27139,Scott,0.08917618049233335,279300.0
27141,Sherburne,0.07068313151090982,240500.0
27145,Stearns,0.07790533289443569,181000.0
27147,Steele,0.07506159648623263,162600.0
27163,Washington,0.08027784711700367,291400.0
27171,Wright,0.06421810835795205,239100.0
28001,Adams,0.08350939341189192,108200.0
28029,Copiah,0.10263690335196107,70800.0
28033,DeSoto,0.08875562045939771,170400.0
28035,Forrest,0.0762400740045011,124600.0
28045,Hancock,0.07702935888706869,149800.0
28059,Jackson,0.07878356869525964,117300.0
28071,Lafayette,0.08787780989598658,202900.0
28073,Lamar,0.07279062878697573,187400.0
28081,Lee,0.08496846383619744,133500.0
28087,Lowndes,0.08077778178816229,134800.0
28109,Pearl River,0.08490954487810765,145200.0
28113,Pike,0.07129986387928249,112500.0
28117,Prentiss,0.0770304731333116,87400.0
28121,Rankin,0.09818163725075586,166400.0
28131,Stone,0.08834772187377764,116200.0
28145,Union,0.08080559119825577,163300.0
29007,Audrain,0.06909010122108954,100100.0
29019,Boone,0.06330109840882366,177600.0
29025,Caldwell,0.056323594576437874,107800.0
29027,Callaway,0.0599520297171476,149400.0
29029,Camden,0.04793848770393143,205800.0
29031,Cape Girardeau,0.04903123357721331,146400.0
29043,Christian,0.042382956044654745,165000.0
29047,Clay,0.07157644865538085,183300.0
29051,Cole,0.04890831266204306,154000.0
29055,Crawford,0.04843211406743432,133900.0
29059,Dallas,0.04783801552568854,129700.0
29071,Franklin,0.03556877527524715,154200.0
29077,Greene,0.04712820257103421,136800.0
29095,Jackson,0.07054001265116253,135800.0
29097,Jasper,0.053446265500720486,105200.0
29099,Jefferson,0.06870522548648185,166700.0
29101,Johnson,0.06915796227508635,159700.0
29105,Laclede,0.054274135119666285,121000.0
29109,Lawrence,0.05824229062166136,100300.0
29113,Lincoln,0.06464634055051573,164500.0
29135,Moniteau,0.06269842918932596,118800.0
29145,Newton,0.047708831445009744,132500.0
29151,Osage,0.03940914103409173,158100.0
29157,Perry,0.05032494901418575,136700.0
29161,Phelps,0.04658672222480575,128000.0
29165,Platte,0.07417152136499229,228900.0
29169,Pulaski,0.04944920473427165,159900.0
29175,Randolph,0.06629475910660823,98200.0
29183,Saint Charles,0.07880800583920393,223100.0
29189,Saint Louis,0.06652045689165204,182100.0
29209,Stone,0.04568375382497742,159200.0
29510,Saint Louis City,0.06669496972392634,119400.0
30007,Broadwater,0.05022777986956965,176900.0
30009,Carbon,0.055435761166351835,206000.0
30013,Cascade,0.06330269154968445,187200.0
30017,Custer,0.0457154789732302,144400.0
30021,Dawson,0.04387296439813397,168600.0
30023,Deer Lodge,0.050274196396567834,118100.0
30027,Fergus,0.050946768218802105,135800.0
30029,Flathead,0.055024783566452976,293700.0
30031,Gallatin,0.06000350927236792,383300.0
30041,Hill,0.05493562233359309,168800.0
30043,Jefferson,0.05302734853756856,182700.0
30047,Lake,0.04214627543477535,262100.0
30049,Lewis and Clark,0.057058564740560626,227100.0
30053,Lincoln,0.0463292572375635,160700.0
30057,Madison,0.06007205040851441,212300.0
30061,Mineral,0.07669494306169786,139900.0
30063,Missoula,0.0544543251196982,300600.0
30065,Musselshell,0.062088624342952994,126200.0
30067,Park,0.05266379331067327,222200.0
30081,Ravalli,0.05510556669015575,212000.0
30095,Stillwater,0.05246588426427714,193100.0
30101,Toole,0.06841950283274609,139800.0
30111,Yellowstone,0.060028170913159325,224100.0
31053,Dodge,0.07271621473331721,133300.0
31055,Douglas,0.06906913479672966,167500.0
31067,Gage,0.09142753623562548,106700.0
31079,Hall,0.06902099720359718,151800.0
31109,Lancaster,0.06690356739566647,179000.0
31111,Lincoln,0.06125414980161361,139900.0
31131,Otoe,0.0770355056531052,140700.0
31153,Sarpy,0.0659667240110871,196200.0
31159,Seward,0.06624687363194362,171600.0
31177,Washington,0.06365027256985524,182300.0
32003,Clark,0.054199657535217764,266200.0
32005,Douglas,0.06961693175894491,403600.0
32007,Elko,0.06962257049819394,233900.0
32019,Lyon,0.06638586454899617,251100.0
32031,Washoe,0.06334126474045111,354700.0
32510,Carson City,0.05757635023858534,293100.0
33001,Belknap,0.06627999660712731,236800.0
33003,Carroll,0.07520091459132057,244000.0
33005,Cheshire,0.067095683536993,191600.0
33007,Coos,0.08054575728770667,113600.0
33009,Grafton,0.06731633811202539,205400.0
33011,Hillsborough,0.071447506648095,277900.0
33013,Merrimack,0.0655752706748819,243000.0
33015,Rockingham,0.06739921388298875,341100.0
33017,Strafford,0.06474135745073034,243600.0
33019,Sullivan,0.07354511446940908,178700.0
34001,Atlantic,0.07773332080761668,177600.0
34003,Bergen,0.0659919941141759,462300.0
34005,Burlington,0.07934470873989664,226100.0
34007,Camden,0.07738049183573549,171500.0
34011,Cumberland,0.08355745967299523,130700.0
34013,Essex,0.05103617496754464,384000.0
34015,Gloucester,0.08554226472413935,193600.0
34017,Hudson,0.05713535608420639,428700.0
34019,Hunterdon,0.07743374279748498,380400.0
34021,Mercer,0.08525203995961163,235800.0
34023,Middlesex,0.07673400566258272,321700.0
34025,Monmouth,0.07668867436949134,415900.0
34027,Morris,0.07699476465129561,435100.0
34029,Ocean,0.07350245314724496,278900.0
34031,Passaic,0.052677016644356985,329600.0
34033,Salem,0.06479586267485682,151100.0
34035,Somerset,0.07497473070874698,400800.0
34037,Sussex,0.08063190240864568,229400.0
34039,Union,0.0571800038980526,336100.0
34041,Warren,0.06932242982845452,224700.0
35001,Bernalillo,0.0634920069883655,195700.0
35013,Dona Ana,0.059867093666866815,163100.0
35017,Grant,0.05140263352416161,122800.0
35027,Lincoln,0.0681864274349311,192600.0
35028,Los Alamos,0.07358413899915901,292400.0
35029,Luna,0.06766736864084713,96000.0
35031,McKinley,0.07224694358189887,133400.0
35039,Rio Arriba,0.07811972979715329,169500.0
35043,Sandoval,0.06999233339570317,194800.0
